artist,album,MA_score
Setherial,Lords of the Nightrealm,4.83
The Crown,Possessed 13,4.83
Disarmonia Mundi,Mind Tricks,4.82
Dragged into Sunlight,WidowMaker,4.82
Dragonlord,Rapture,4.82
Hallows Eve,Death & Insanity,4.82
Magic Kingdom,Metallic Tragedy,4.82
Peste Noire,Macabre transcendance...,4.82
Rush,Test for Echo,4.82
Velvet Cacoon,Northsuite,4.82
Elvenking,Wyrd,4.819999999999999
Aenaon,Cendres et Sang,4.8100000000000005
Darkane,Layers of Lies,4.8100000000000005
Diabolical Masquerade,Nightwork,4.8100000000000005
Sacred Outcry,Damned for All Time,4.8100000000000005
Skyfire,Mind Revolution,4.8100000000000005
Witch Vomit,Buried Deep in a Bottomless Grave,4.8100000000000005
Savatage,Ghost in the Ruins: A Tribute to Criss Oliva,4.81
Death Strike,Fuckin' Death,4.800000000000001
Borknagar,Universal,4.8
Corrupted,El mundo frío,4.8
Tankard,The Tankard,4.8
Bane,"Chaos, Darkness & Emptiness",4.79
Bleeding Through,The Truth,4.79
Decapitated,Blood Mantra,4.79
Deeds of Flesh,Reduced to Ashes,4.79
Elvenking,Red Silent Tides,4.79
Enslaved,Utgard,4.79
Grave,Burial Ground,4.79
Ozzy Osbourne,Tribute: Randy Rhoads,4.79
The Crown,Crowned in Terror,4.79
Falkenbach,...en their medh riki fara...,4.789999999999999
Bal-Sagoth,Atlantis Ascendant,4.78
Crowbar,Sonic Excess in Its Purest Form,4.78
Epica,Consign to Oblivion,4.78
Exodus,Another Lesson in Violence,4.78
Saint Deamon,In Shadows Lost from the Brave,4.78
Saxon,Thunderbolt,4.78
Stormwarrior,Stormwarrior,4.78
Trees of Eternity,Hour of the Nightingale,4.78
Burzum,Burzum / Aske,4.779999999999999
Destruction,Inventor of Evil,4.779999999999999
In Solitude,The World. The Flesh. The Devil,4.779999999999999
Molested,Blod-draum,4.779999999999999
Scar Symmetry,Holographic Universe,4.779999999999999
Budgie,Bandolier,4.7700000000000005
Danzig,Circle of Snakes,4.77
Devil Doll,Dies Irae,4.77
DevilDriver,Pray for Villains,4.77
Forgive Me,Into the Shroud,4.77
Sunless Rise,Promo,4.77
Thyrfing,Vansinnesvisor,4.77
Vicious Rumors,Vicious Rumors,4.77
W.A.S.P.,Still Not Black Enough,4.77
Deceased,Fearless Undead Machines,4.76
DoomSword,Let Battle Commence,4.76
Graveland,Dawn of Iron Blades,4.76
Infernäl Mäjesty,None Shall Defy,4.76
Morgue,Eroded Thoughts,4.76
Panopticon,Autumn Eternal,4.76
Sabaton,Attero Dominatus,4.76
Sigh,Infidel Art,4.76
Artillery,When Death Comes,4.75
Defeated Sanity,Passages into Deformity,4.75
Dream Evil,Evilized,4.75
Entrails,Raging Death,4.75
In Mourning,Monolith,4.75
Paradise Lost,Symbol of Life,4.75
The Chasm,From the Lost Years...,4.75
Xandria,Neverworld's End,4.75
Allegaeon,Elements of the Infinite,4.74
Bouq,Berserk,4.74
Extol,Undeceived,4.74
Glorior Belli,The Great Southern Darkness,4.74
Prong,Cleansing,4.74
Viking,Man of Straw,4.74
Whitechapel,Whitechapel,4.74
Grip Inc.,Incorporated,4.73
Hunters Moon,The Serpents Lust,4.73
Intronaut,Prehistoricisms,4.73
Divine Ascension,Liberator,4.7299999999999995
Moonspell,Irreligious,4.7299999999999995
Aborted,Slaughter & Apparatus: A Methodical Overture,4.720000000000001
Swallow the Sun,"Songs from the North I, II & III",4.720000000000001
Anhedonist,Netherwards,4.72
Circle of Ouroborus,Shores,4.72
Crypticus,They Called Me Mad!,4.72
Powerwolf,Bible of the Beast,4.72
Deeds of Flesh,Of What's to Come,4.710000000000001
Marduk,Fuck Me Jesus,4.710000000000001
Six Feet Under,Bringer of Blood,4.710000000000001
Apocalyptica,Inquisition Symphony,4.71
Ashes of Ares,Ashes of Ares,4.71
Blind Guardian,Twilight Orchestra: Legacy of the Dark Lands,4.71
Ectovoid,Fractured in the Timeless Abyss,4.71
Invocator,Weave the Apocalypse,4.71
Mötley Crüe,"Girls, Girls, Girls",4.71
Defeated Sanity,The Sanguinary Impetus,4.709999999999999
Crowbar,Obedience thru Suffering,4.7
Dragonland,Under the Grey Banner,4.7
Forgotten Tomb,Negative Megalomania,4.7
Judas Priest,'98 Live Meltdown,4.7
Lizzy Borden,Love You to Pieces,4.7
Moonspell,Extinct,4.7
Mortuus,De Contemplanda Morte; De Reverencie Laboribus ac Adorationis,4.7
Necrodeath,Into the Macabre,4.7
Portal,Ion,4.7
Immolation,Kingdom of Conspiracy,4.699999999999999
Candlemass,The Door to Doom,4.69
Dokken,Back for the Attack,4.69
Rainbow,Down to Earth,4.69
Sacred Reich,The American Way,4.69
Twisted Sister,Stay Hungry,4.69
Cannabis Corpse,Tube of the Resinated,4.6899999999999995
Graveland,The Fire of Awakening,4.6899999999999995
Hate Forest,The Most Ancient Ones,4.6899999999999995
Labÿrinth,Return to Heaven Denied,4.6899999999999995
Malignancy,Intrauterine Cannibalism,4.6899999999999995
Yngwie Malmsteen,Trilogy,4.6899999999999995
Twisted Sister,Come Out and Play,4.680000000000001
Allegaeon,Formshifter,4.68
Horna,Sanojesi äärelle,4.68
Intestine Baalism,Ultimate Instinct,4.68
Kamelot,Siége Perilous,4.68
Kataklysm,Sorcery,4.68
Moonspell,The Antidote,4.68
Nocturnal Breed,Fields of Rot,4.68
Ross the Boss,New Metal Leader,4.68
The Black Dahlia Murder,Miasma,4.68
The Third and the Mortal,Tears Laid in Earth,4.68
Vital Remains,Forever Underground,4.68
Woods of Desolation,As the Stars,4.68
Beyond Twilight,Section X,4.67
Gorgoroth,"Destroyer, or About How to Philosophize with the Hammer",4.67
Impaled,Death After Life,4.67
M.O.D.,U.S.A. for M.O.D.,4.67
Mors Principium Est,The Unborn,4.67
Vallenfyre,Splinters,4.67
Absu,Barathrum: V.I.T.R.I.O.L.,4.66
D.R.I.,Dealing with It!,4.66
Depressive Age,First Depression,4.66
Nader Sadek,In the Flesh,4.66
Satanic Warmaster,Carelian Satanist Madness,4.66
Soilwork,Steelbath Suicide,4.66
Emptiness,Nothing but the Whole,4.65
Evildead,The Underworld,4.65
Faustus,Lipsia,4.65
Hypocrisy,Osculum Obscenum,4.65
Matthias Steele,Haunting Tales of a Warrior's Past,4.65
Pantheist,O Solitude,4.65
Rage,21,4.65
Thorr's Hammer,Dommedagsnatt,4.65
Wormrot,Dirge,4.65
Fates Warning,A Pleasant Shade of Gray,4.6499999999999995
Profanatica,Profanatitas de Domonatia,4.6499999999999995
Ghost Bath,Moonlover,4.640000000000001
Xanthochroid,Blessed He with Boils,4.640000000000001
Assassin,Interstellar Experience,4.64
Children of Bodom,"Trashed, Lost & Strungout",4.64
Danzig,Danzig 777: I Luciferi,4.64
Human Serpent,The Gradual Immersion in Nihilism,4.64
Sacrifice,Torment in Fire,4.64
Sledgehammer Autopsy,Mortician's Apprentice,4.64
Wormlust,The Feral Wisdom,4.630000000000001
Worship,Dooom,4.630000000000001
Adramelch,Irae Melanox,4.63
Carach Angren,Dance and Laugh Amongst the Rotten,4.63
Death Angel,Humanicide,4.63
Manilla Road,Mark of the Beast,4.63
Mr. Bungle,Disco volante,4.63
My Dying Bride,The Barghest o' Whitby,4.63
Overkill,The Wings of War,4.63
Winterkald,Rehearsal I,4.63
Dream Theater,Metropolis 2000: Scenes from New York,4.62
Iron Fire,Beyond the Void,4.62
Running Wild,Port Royal,4.62
Weeping Birth,Anosognosic Industry of the I,4.62
Wigrid,Hoffnungstod,4.62
Azarath,Blasphemers' Maledictions,4.619999999999999
Rudra,Brahmavidya: Primordial I,4.619999999999999
Anthrax,Stomp 442,4.61
P.H.O.B.O.S.,Tectonics,4.61
Wolf,Evil Star,4.61
Cenotaph,Pseudo Verminal Cadaverium,4.609999999999999
Holy Moses,Strength Power Will Passion,4.609999999999999
Manilla Road,Spiral Castle,4.609999999999999
Nåstrond,Toteslaut,4.609999999999999
Sabaton,Coat of Arms,4.609999999999999
Black Breath,Sentenced to Life,4.6000000000000005
Obscura,Diluvium,4.6000000000000005
Ayreon,Into the Electric Castle (A Space Opera),4.6
Christian Mistress,Possession,4.6
Dark Millennium,Ashore the Celestial Burden,4.6
God Macabre,The Winterlong...,4.6
Pentagram,Review Your Choices,4.6
Rings of Saturn,Ultu Ulla,4.6
Sons of Liberty,Brush-Fires of the Mind,4.6
Summoning,Nightshade Forests,4.6
Arckanum / Svartsyn,Kaos svarta mar / Skinning the Lambs,4.59
Cardinal Sin,Spiteful Intents,4.59
Devin Townsend,Empath,4.59
Earth,Hex; or Printing in the Infernal Method,4.59
Firewind,Days of Defiance,4.59
Grotesque,In the Embrace of Evil,4.59
Holy Moses,Finished with the Dogs,4.59
Origin,Unparalleled Universe,4.59
Pungent Stench,Been Caught Buttering,4.59
Shape of Despair,Monotony Fields,4.59
Stormwarrior,Northern Rage,4.59
Tribulation,The Children of the Night,4.59
Visceral Evisceration,Incessant Desire for Palatable Flesh,4.59
Adramelech,Psychostasia,4.58
Biomechanical,The Empires of the Worlds,4.58
Black Label Society,Sonic Brew,4.58
HammerFall,Built to Last,4.58
Happy Days,Melancholic Memories,4.58
Immolation,Unholy Cult,4.58
Mar de Grises,The Tatterdemalion Express,4.58
Nocturnal Rites,Tales of Mystery and Imagination,4.58
Ophthalamia,Via Dolorosa,4.58
Spectral Voice,Eroded Corridors of Unbeing,4.58
Afterbirth,Four Dimensional Flesh,4.57
At War,Ordered to Kill,4.57
Dark Moor,The Gates of Oblivion,4.57
Darkest Hour,Deliver Us,4.57
Exciter,The Dark Command,4.57
Graveland,Immortal Pride,4.57
Hypocrisy,The Arrival,4.57
Luca Turilli,Prophet of the Last Eclipse,4.57
Morbid Angel,Abominations of Desolation,4.57
Nadja,Touched,4.57
Primal Fear,New Religion,4.57
Rebaelliun,Annihilation,4.57
Rudra,Brahmavidya: Transcendental I,4.57
Shining,IV - The Eerie Cold,4.57
Sinister,Hate,4.57
X Japan,Jealousy,4.57
Cage,Darker than Black,4.5600000000000005
Cruel Force,The Rise of Satanic Might,4.5600000000000005
Nekrogoblikon,Power,4.5600000000000005
Old Man's Child,Born of the Flickering,4.5600000000000005
Primordial,Storm Before Calm,4.5600000000000005
Saxon,Into the Labyrinth,4.5600000000000005
Supuration,The Cube,4.5600000000000005
To-Mera,Transcendental,4.5600000000000005
Witchery,Restless & Dead,4.5600000000000005
ADX,Exécution,4.56
Blasphemy,Blood upon the Altar,4.56
Cadaver,...in Pains,4.56
Lifelover,Dekadens,4.56
Rage Nucléaire,Unrelenting Fucking Hatred,4.56
Tourniquet,Pathogenic Ocular Dissonance,4.56
Bastard Priest,Under the Hammer of Destruction,4.550000000000001
Insomnium,Heart like a Grave,4.550000000000001
Vectom,Speed Revolution,4.550000000000001
Belenos,Errances oniriques,4.55
Gwar,Hell-o!,4.55
Panopticon,Social Disservices,4.55
Sacrifice,Forward to Termination,4.55
Scar Symmetry,The Singularity (Phase I: Neohumanity),4.55
Ulcerate,Everything Is Fire,4.55
Anthrax,Volume 8 - The Threat Is Real,4.54
Nifelheim,Nifelheim,4.54
Pentagram,Last Rites,4.54
Theocracy,Theocracy,4.54
Throane,"Derrière​-​nous, la lumière",4.54
Withered,Dualitas,4.54
Coroner,Mental Vortex,4.539999999999999
Melechesh,As Jerusalem Burns... Al'Intisar,4.539999999999999
Unholy,From the Shadows,4.539999999999999
Witchfinder General,Friends of Hell,4.539999999999999
Akercocke,Renaissance in Extremis,4.53
Cathedral,The Last Spire,4.53
Fates Warning,Night on Bröcken,4.53
Forest,Заревом над прахом,4.53
Rage,Perfect Man,4.53
Razor,Custom Killing,4.53
Scar Symmetry,The Unseen Empire,4.53
Sirenia,An Elixir for Existence,4.53
Sunn O))),White1,4.53
Cynic,Kindly Bent to Free Us,4.529999999999999
Lost Soul,Immerse in Infinity,4.529999999999999
Meshuggah,The Violent Sleep of Reason,4.529999999999999
Mortification,Scrolls of the Megilloth,4.529999999999999
Revenge,Strike.Smother.Dehumanize,4.529999999999999
Scorpions,Lonesome Crow,4.529999999999999
Skyclad,Jonah's Ark,4.529999999999999
Bonded by Blood,Extinguish the Weak,4.5200000000000005
Exumer,Fire & Damnation,4.5200000000000005
Brymir,Wings of Fire,4.52
Burzum,"Sôl austan, Mâni vestan",4.52
Hypocrisy,The Final Chapter,4.52
King Diamond,Deadly Lullabyes Live,4.52
Martyr,Hopeless Hopes,4.52
Mercyful Fate,Time,4.52
Metal Church,A Light in the Dark,4.52
Mithras,Forever Advancing...... Legions,4.52
The Chasm,Procreation of the Inner Temple,4.52
The Haunted,The Haunted,4.52
Starkill,Fires of Life,4.510000000000001
Biomechanical,Cannibalised,4.51
Eliminator,Breaking the Wheel,4.51
Fabricant,Demo 2010,4.51
Fates Warning,FWX,4.51
Finsterforst,...zum Tode hin,4.51
Grave,You'll Never See...,4.51
Majestica,A Christmas Carol,4.51
Stryper,Against the Law,4.51
Thantifaxath,Sacred White Noise,4.51
Vital Remains,Dawn of the Apocalypse,4.51
Winters Bane,Heart of a Killer,4.51
Boris,Pink,4.5
Carpathian Forest,Morbid Fascination of Death,4.5
Celtic Frost,Cold Lake,4.5
Cynic,Demo 1991,4.5
Ignivomous,Death Transmutation,4.5
Jag Panzer,The Fourth Judgement,4.5
Napalm Death,Words from the Exit Wound,4.5
Oranssi Pazuzu,Värähtelijä,4.5
Ragnarok,Malediction,4.5
Sort Vokter,Folkloric Necro Metal,4.5
Stream of Passion,Embrace the Storm,4.5
The Gathering,Home,4.5
Unleashed,Sworn Allegiance,4.5
Vreid,V,4.5
Crypt Sermon,The Ruins of Fading Light,4.49
Denial of God,Death and the Beyond,4.49
Firewind,Allegiance,4.49
Jungle Rot,Slaughter the Weak,4.49
Krieg,Destruction Ritual,4.49
Lord Belial,The Black Curse,4.49
Municipal Waste,The Fatal Feast (Waste in Space),4.49
Six Feet Under,Unborn,4.49
Unleashed,Shadows in the Deep,4.49
Agalloch,Faustian Echoes,4.48
Angel Sword,Rebels Beyond the Pale,4.48
Archetype,Dawning,4.48
Asphyx,Asphyx,4.48
Blind Fury,Out of Reach,4.48
Delain,The Human Contradiction,4.48
Gorefest,Rise to Ruin,4.48
Grave,Fiendish Regression,4.48
Hirax,Raging Violence,4.48
Ingested,The Level Above Human,4.48
Judas Iscariot,Distant in Solitary Night,4.48
Judicator,The Last Emperor,4.48
Sear Bliss,The Arcane Odyssey,4.48
Tarja,What Lies Beneath,4.48
Deep Purple,Perfect Strangers,4.4799999999999995
Forgotten Tomb,...and Don't Deliver Us from Evil,4.4799999999999995
Monstrosity,Millennium,4.4799999999999995
Helmet,Betty,4.470000000000001
Lacuna Coil,Lacuna Coil,4.470000000000001
Mütiilation,Sorrow Galaxies,4.470000000000001
A Forest of Stars,Beware the Sword You Cannot See,4.47
Atrocity,Hallucinations,4.47
Candlemass,Chapter VI,4.47
Cenotaph,The Gloomy Reflection of Our Hidden Sorrows,4.47
Isis,Mosquito Control,4.47
Panopticon,Collapse,4.47
Accept,Objection Overruled,4.46
Borrowed Time,Borrowed Time,4.46
Catamenia,Chaos Born,4.46
Dio,Lock Up the Wolves,4.46
Flower Travellin' Band,Satori,4.46
Grave Digger,War Games,4.46
Hypocrisy,Abducted,4.46
Kataklysm,In the Arms of Devastation,4.46
Marduk,Viktoria,4.46
Sonic Syndicate,Only Inhuman,4.46
Year of No Light,Ausserwelt,4.46
Domains,Sinister Ceremonies,4.459999999999999
Anorexia Nervosa,Drudenhaus,4.45
Blind Guardian,A Voice in the Dark,4.45
Breaker,In Days of Heavy Metal,4.45
Desaster,Satan's Soldiers Syndicate,4.45
Gorgoroth,Under the Sign of Hell 2011,4.45
Lunar Shadow,The Smokeless Fires,4.45
Misery Index,The Killing Gods,4.45
Nuclear Assault,Third World Genocide,4.45
Orphaned Land,El Norra Alila,4.45
Oz,Fire in the Brain,4.45
Sólstafir,Svartir sandar,4.45
Deep Purple,Come Taste the Band,4.449999999999999
Nuclear Assault,Handle with Care,4.449999999999999
Oranssi Pazuzu,Kosmonument,4.449999999999999
Sadus,A Vision of Misery,4.449999999999999
Desultory,Into Eternity,4.44
Municipal Waste,Waste 'Em All,4.44
Norther,Death Unlimited,4.44
Pelican,The Fire in Our Throats Will Beckon the Thaw,4.44
Steel Attack,Where Mankind Fails,4.44
Vreid,Kraft,4.44
Appalling Spawn,"Freedom, Hope & Fury (The Second Spawn)",4.4399999999999995
Benighted,Asylum Cave,4.4399999999999995
Bruce Dickinson,Tattooed Millionaire,4.4399999999999995
Burzum,From the Depths of Darkness,4.4399999999999995
Entombed A.D.,Back to the Front,4.4399999999999995
Nadja,Bliss Torn from Emptiness,4.4399999999999995
Oathean,Fading Away into the Grave of Nothingness,4.4399999999999995
Riot V,Unleash the Fire,4.4399999999999995
Sadus,Swallowed in Black,4.4399999999999995
Striker,Stand in the Fire,4.4399999999999995
Sybreed,The Pulse of Awakening,4.4399999999999995
Venom,Cast in Stone,4.4399999999999995
Drudkh,Їм часто сниться капіж (They Often See Dreams About the Spring),4.430000000000001
Oranssi Pazuzu,Mestarin kynsi,4.430000000000001
Acid Witch,Stoned,4.43
Edge of Sanity,The Spectral Sorrows,4.43
Eruption,Cloaks of Oblivion,4.43
Goatlord,Reflections of the Solstice,4.43
Gorevent,Abnormal Exaggeration,4.43
Melechesh,Emissaries,4.43
Noctiferum,Serenades of the Impure,4.43
Primalfrost,Prosperous Visions,4.43
Summoning,Lost Tales,4.43
Witchery,Witchburner,4.43
Zebulon Kosted,You Have No Race You Have No Culture,4.43
Zhrine,Unortheta,4.43
Abruptum,Evil Genius,4.42
Beheaded,Ominous Bloodline,4.42
Be'lakor,Of Breath and Bone,4.42
Cannibal Corpse,Hammer Smashed Face,4.42
Cirith Ungol,One Foot in Hell,4.42
Fen,Carrion Skies,4.42
God Dethroned,The Grand Grimoire,4.42
Haunt,Mind Freeze,4.42
Heavenly,Dust to Dust,4.42
Meliah Rage,Kill to Survive,4.42
Sabbat,History of a Time to Come,4.42
Septicflesh,Ophidian Wheel,4.42
The Absence,Riders of the Plague,4.42
Ulver,Messe I.X-VI.X,4.42
Vastum,Orificial Purge,4.42
Adagio,Archangels in Black,4.41
Alpha Drone,Alpha Drone,4.41
Antichrist,Forbidden World,4.41
Battlelore,Sword's Song,4.41
Blut aus Nord,Thematic Emanation of Archetypal Multiplicity,4.41
Burial Hordes,Devotion to Unholy Creed,4.41
Cavalera Conspiracy,Pandemonium,4.41
Freedom Call,Stairway to Fairyland,4.41
Gamma Ray,Skeletons in the Closet,4.41
Gargoyle,禊 ~Misogi~,4.41
Giant Squid,The Ichthyologist,4.41
Hypocrisy,Into the Abyss,4.41
Lifelover,Konkurs,4.41
Lizzy Borden,Visual Lies,4.41
Machine Men,Circus of Fools,4.41
Mayhem,Pure Fucking Armageddon,4.41
Nasty Savage,Abstract Reality,4.41
Sear Bliss,The Haunting,4.41
Shah,Beware,4.41
Uada,Devoid of Light,4.41
Virus,The Agent That Shapes the Desert,4.41
Warlord,Deliver Us,4.41
Agent Steel,Unstoppable Force,4.4
Anaal Nathrakh,"When Fire Rains Down from the Sky, Mankind Will Reap as It Has Sown",4.4
Barren Earth,On Lonely Towers,4.4
Gallowbraid,Ashen Eidolon,4.4
Judas Iscariot,To Embrace the Corpses Bleeding,4.4
Lovebites,Electric Pentagram,4.4
Make a Change... Kill Yourself,II,4.4
Carnifex,The Diseased and the Poisoned,4.3999999999999995
Bal-Sagoth,Battle Magic,4.390000000000001
Batushka,Раскол / Raskol,4.390000000000001
Bloodshot Dawn,Bloodshot Dawn,4.390000000000001
Flames of Hell,Fire and Steel,4.390000000000001
Helmet,Meantime,4.390000000000001
Merciless,Unbound,4.390000000000001
Paradox,Electrify,4.390000000000001
Svartidauði,Flesh Cathedral,4.390000000000001
Woe of Tyrants,Kingdom of Might,4.390000000000001
Chevalier,Destiny Calls,4.39
Eluveitie,Ategnatos,4.39
Holy Grail,Crisis in Utopia,4.39
Kampfar,Heimgang,4.39
Pain of Salvation,Road Salt One,4.39
Sacred Gate,When Eternity Ends,4.39
Battleroar,To Death and Beyond...,4.380000000000001
Venom,From the Very Depths,4.380000000000001
Deathrow,Deception Ignored,4.38
Forgotten Tomb,Under Saturn Retrograde,4.38
Legend,Fröm the Fjörds,4.38
Lord Vicar,Fear No Pain,4.38
Morbus Chron,Sweven,4.38
Myrkskog,Superior Massacre,4.38
Nocternity,Onyx,4.38
Poisonblack,Escapexstacy,4.38
Rhapsody of Fire,Into the Legend,4.38
Sinister,Diabolical Summoning,4.38
Stormlord,Supreme Art of War,4.38
Testament,Demonic,4.38
Xasthur,Suicide in Dark Serenity,4.38
Velvet Cacoon,Dextronaut,4.379999999999999
Queensrÿche,Dedicated to Chaos,4.370000000000001
Iron Savior,Titancraft,4.37
Malevolent Creation,Eternal,4.37
Melvins,Houdini,4.37
Motörhead,Overnight Sensation,4.37
Old Man's Child,In Defiance of Existence,4.37
Terrifier,Weapons of Thrash Destruction,4.37
Uada,Djinn,4.37
Annotations of an Autopsy,Before the Throne of Infection,4.369999999999999
Agatus,Dawn of Martyrdom,4.36
Altarage,NIHL,4.36
Benediction,Killing Music,4.36
Enslaved,Mardraum: Beyond the Within,4.36
Fen,Dustwalker,4.36
Goatwhore,A Haunting Curse,4.36
HammerFall,Crimson Thunder,4.36
Obituary,World Demise,4.36
Prong,Carved into Stone,4.36
Xysma,Above the Mind of Morbidity,4.36
Anathema,We're Here Because We're Here,4.359999999999999
I Am I,Event Horizon,4.359999999999999
Kalmah,Seventh Swamphony,4.359999999999999
Manilla Road,Mysterium,4.359999999999999
Om,Pilgrimage,4.359999999999999
Paramæcium,Exhumed of the Earth,4.359999999999999
Rage,Strings to a Web,4.359999999999999
Wuthering Heights,Far from the Madding Crowd,4.359999999999999
Adrenaline Mob,Omertá,4.3500000000000005
Abigor,Leytmotif Luzifer (The 7 Temptations of Man),4.35
Barren Earth,Curse of the Red River,4.35
Black Death,Black Death,4.35
Candlemass,From the 13th Sun,4.35
Cult of Luna,Cult of Luna,4.35
Eucharist,Mirrorworlds,4.35
Iron Maiden,Eddie's Archive,4.35
Nocturnus,Ethereal Tomb,4.35
Rebellion,Miklagard - The History of the Vikings - Volume II,4.35
Savatage,Power of the Night,4.35
Sepultura,Dante XXI,4.35
Theatre of Tragedy,Storm,4.35
Xasthur,Portal of Sorrow,4.35
Аркона,Во славу великим!,4.35
Living Death,Vengeance of Hell,4.340000000000001
